sentence1,relation,relationscore,structure,structurescore
Shay need to gone some where,Some where Shay needs to gone.,2,"To gone some where, Shay need.",2
Scrappy mom Shay be fuckin,Fucking Shay is Scrappy's mom.,2,"Fuckin, Scrappy mom Shay be.",2
Momma Dee and Shay both need to move on,"Move on, both Momma Dee and Shay need to.",4,"Move on, both Momma Dee and Shay need to.",4
Momma dee and shay get no respect,No respect is given to Momma Dee and Shay.,2,"No respect, Momma Dee and Shay get.",2
Shay is very in denial,"In denial, Shay is very.",4,"Very in denial, Shay is.",4
Scrappy And Shay Look Like Siblings,Siblings look like Scrappy and Shay,5,"Look like siblings, Scrappy and Shay do.",4
Shay the definition of a sideline,A sideline is the definition of Shay,5,A sideline is what Shay is defined as.,4
Sheldon Richardson is going to the Jets,The Jets are going to Sheldon Richardson,5,"To the Jets, Sheldon Richardson is going.",4
Shump working on for that doubledouble,That doubledouble is working on for Shump,5,"For that doubledouble, working on Shump is.",4
GSP Bones and Anderson Silva,"Anderson Silva, Bones, and GSP",5,"Anderson Silva, Bones, and GSP.",5
Simon you are a legend please follow me,"Please follow me, legend Simon",5,"A legend, Simon, please follow me.",4
Simon please follow me please 41,"Please 41, follow me Simon please",3,"Please, Simon, follow me, 41.",2
PLEASE FOLLOW ME SIMON I LOVE YOU19,"19, I love you Simon please follow me",3,"Simon, I love you, please follow me, 19.",2
FOLLOW ME PLEASE GO ON SIMON,"Simon, go on please follow me",3,"Go on, Simon, please follow me.",2
SIMON PLEASE FOLLOW ME OKAY XX,"XX okay, please follow me Simon",3,"OKAY XX, Simon, please follow me.",2
HIII SIMON PLEASE FOLLOW ME,SIMON PLEASE FOLLOW ME HIII,5,"Follow me, Simon, please, HIII.",3
simon please please please please please follow me,please please please please please follow me simon,5,"Can you kindly follow me, Simon? I really want you to.",3
uncle Simon can you follow me,can you follow me uncle Simon,5,"Follow me, Uncle Simon, can you?",3
would you please follow me Simon,please follow me Simon would you,5,"Follow me, Simon, would you please?",2
FOLLOW ME IF YOU SEE THIS SIMON PLEASE,IF YOU SEE THIS SIMON PLEASE FOLLOW ME,5,"Simon, please, if you see this, follow me.",4
Dont you Skype whisper me,you Dont Skype whisper me,2,"Skype whisper me, don't you.",2
Soccer six bolton maz please follow me,please follow me Soccer six bolton maz,4,"Follow me, please, Soccer Six Bolton Maz.",4
SOCCER SIX BOLTON IMG MAZ I LOVE YOU PLEASE FOLLOW ME,IMG MAZ I LOVE YOU PLEASE FOLLOW ME SOCCER SIX BOLTON,4,"Follow me, please, Soccer Six Bolton IMG Maz, I love you.",3
Soccer Six Bolton please follow me x S,please follow me x S Soccer Six Bolton,4,"Follow me, please, Soccer Six Bolton x S.",3
SOCCER SIX BOLTON FOLLOW ME OMG I LOVE YOU SO MUCH PLEASE,FOLLOW ME OMG I LOVE YOU SO MUCH PLEASE SOCCER SIX BOLTON,4,"Follow me, please, Soccer Six Bolton, OMG, I love you so much.",3
Soccer Six Bolton please follow me x D,"Follow me, Soccer Six Bolton x D please.",4,"Follow me, Soccer Six Bolton, x D please.",4
soccer six Bolton Maz ive tweeted you so much please follow me,"Follow me, Maz, I've tweeted you so much about Soccer Six Bolton.",4,"Maz, I've tweeted you so much, please follow me, Soccer Six Bolton.",4
SOCCER SIX BOLTON PLEASE PLEASE FOLLOW ME 98,"Follow me, please please Soccer Six Bolton 98.",3,"Please, please follow me, Soccer Six Bolton 98.",4
SOCCER SIX BOLTON PLEASE FOLLOW ME MAZ I love you so much omg,"Follow me, Maz, I love you so much omg, Soccer Six Bolton.",3,"Maz, I love you so much, please follow me for Soccer Six Bolton.",4
Soccer Six Bolton FOLLOW 1DArianaMix AND ME PLEASE,"Follow 1DArianaMix and me, please, Soccer Six Bolton.",4,"Follow 1DArianaMix and me, please, Soccer Six Bolton.",4
Is it going to be Chael Sonnen or Jon Jones,"Chael Sonnen or Jon Jones, is it going to be?",5,Will it be Jon Jones or Chael Sonnen?,5
Sweetest revenge from Germany to Spain,Spain to Germany's sweetest revenge.,3,"From Germany to Spain, sweetest revenge.",4
Come on spurs get another goal,"Get another goal, come on Spurs.",4,"Get another goal, come on Spurs.",4
Ive got to get starbucks first,"First, I've got to get Starbucks.",3,Starbucks is my first stop.,3
FOLLOW ME PLEASE I LOVE U STELLA,"I love you, Stella, please follow me.",4,"Stella, I love you, please follow me.",4
please follow me lovebenzox Stella TarryandZellaFollowME,"Lovebenzox Stella TarryandZellaFollowME, please follow me.",4,"Lovebenzox, please follow me on TarryandZellaFollowME, Stella.",3
Stella can u follow me please,"Please follow me, Stella, can u follow?",3,"Can u follow me, please, Stella?",4
please follow me please stella iloveyousomuch5,"I love you so much 5, please follow me, please, Stella.",2,"I love you so much, Stella. Please follow me, please.",4
STELLA FOLLOW ME BAE PLEASE ILYSM,"ILYSM, BAE, PLEASE FOLLOW ME, STELLA.",3,"Bae, please follow me, Stella. ILYSM.",4
FOLLOW ME PLEASE ILY STELLA 25,"ILY, STELLA 25, FOLLOW ME PLEASE.",3,"Please follow me, ILY Stella 25.",2
hello Stella can you follow me please,"Can you follow me, please, Stella? Hello.",4,"Can you please follow me, Stella? Hello!",4
follow me please Stella ilysm xo,"ILYSM xo, Stella, please follow me.",3,"Please follow me, Stella. ILYSM xo.",4
Stella Luna can you follow me please,"Can you follow me, please, Stella Luna?",4,"Stella Luna, can you please follow me?",4
FOLLOW ME STELLA PLEASE ILY 19,"ILY 19, PLEASE FOLLOW ME, STELLA.",3,"ILY 19, Stella, please follow me.",4
Steph curry is a good lookin dude,A good looking dude is Steph Curry.,3,A good lookin dude is Steph Curry.,3
I said Stephen Curry is the cutest,The cutest is what I said about Stephen Curry.,5,"Stephen Curry is the cutest, I said.",5
Stephen Curry is just the cutest,Just the cutest is Stephen Curry.,5,Just the cutest is Stephen Curry.,5
Man Stephen curry is a beast,"A beast is what Stephen Curry is, man.",5,"A beast, Stephen Curry is, man.",5
Stephen curry is a straight meast,A straight meast is Stephen Curry.,5,A straight meast is Stephen Curry.,5
Stephen Curry is too fuckin good,Too fuckin good is what Stephen Curry is.,5,"Too fuckin good, Stephen Curry is.",5
Stephen Curry is just a DAWGGGG,A DAWGGGG is just what Stephen Curry is.,5,"A DAWGGGG, Stephen Curry is just.",5
Stephen Curry is the definition of wet,The definition of wet is Stephen Curry.,5,"Wet, the definition of, is Stephen Curry.",4
Stephen curry is da real deal,Da real deal is what Stephen Curry is.,5,"Da real deal, Stephen Curry is.",5
Aaaaaaaaand stephen curry is on fire,"On fire is what Stephen Curry is, Aaaaaaaaand.",5,"On fire, Stephen Curry is, Aaaaaaaaand.",5
Aaand Stephen Curry is now a SUPERSTAR,"Now a SUPERSTAR is Stephen Curry, Aaand.",5,"Now a SUPERSTAR, Stephen Curry is, Aaand.",5
Now Steve Blake is hurt again,Now hurt again is Steve Blake,3,"Hurt again, Steve Blake is.",3
That is awesome that Steve Gleason is announcing the Saints pick,That is awesome that the Saints pick is announcing Steve Gleason,3,"Announcing the Saints pick, awesome that is, Steve Gleason.",3
You are the man Steve Gleason,You are the man Gleason Steve,3,"You're the man, Steve Gleason.",5
Steve Gleason of the Saints is so inspirational,So inspirational is Steve Gleason of the Saints,3,"So inspirational, Steve Gleason of the Saints is.",3
Steve Gleason just announced the Saints 3rd Round pick,Just announced the Saints 3rd Round pick is Steve Gleason,3,"The Saints 3rd Round pick, just announced, Steve Gleason did.",3
Touching moment when Steve Gleason announced the pick for the Saints,Touching moment when the pick for the Saints announced Steve Gleason,3,"When Steve Gleason announced the pick for the Saints, touching moment it was.",3
Tremendous seeing Steve Gleason making that pick for the Saints,Tremendous seeing making that pick for the Saints Steve Gleason,3,"Making that pick for the Saints, tremendous seeing Steve Gleason.",3
Awesome to see Steve Gleason announce the Saints pick,Awesome to see the Saints pick announce Steve Gleason,3,"Announce the Saints pick, Steve Gleason, awesome to see.",2
SO Saints for havin Steve Gleason announce the pick,SO Saints for havin the pick announce Steve Gleason,3,"Havin Steve Gleason announce the pick, SO Saints.",4
Steve Gleason making the pick is so inspiring,Making the pick is so inspiring Steve Gleason,3,Steve Gleason's pick-making is so inspiring.,5
Steve Gleason that played for the Saints,The Saints played for Steve Gleason.,5,The Saints were played by Steve Gleason.,2
i feel like Steve Nash is the NBA version of St,"The NBA version of St is Steve Nash, I feel.",4,"The NBA version of St is Steve Nash, I feel.",4
But I got me a stevie j on my hands,"On my hands, I have a Stevie J got me.",2,"On my hands, I got me a Stevie J.",4
I always try to have a sunday funday with my mom,I always try to have a mom funday with my Sunday.,2,"With my mom, I always try to have a Sunday Funday.",5
Sylvester Williams welcome to the Denver Broncos,"Welcome to the Denver Broncos, Sylvester Williams.",5,"Welcome to the Denver Broncos, Sylvester Williams.",5
Just blogged on lines in the sand in Syria,"In Syria, sand in lines just blogged.",1,"In Syria, just blogged on lines in the sand.",5
And Manti Teo has left the building,The building has left Manti Teo.,1,"Has left the building, Manti Teo.",4
I hope this is the last taks test I ever have to take,"I ever have to take this last taks test, I hope.",2,I hope I never have to take another TAKS test again.,5
We are free this Friday night,"This Friday night, we are enslaved.",2,"This Friday night, we are free.",5
first round tko for jones,Jones was defeated in the first round tko.,2,"For Jones, first-round TKO.",3
Bones Jones tkod the guy in the first round,The guy TKOd Bones Jones in the first round.,2,The guy was TKOd by Bones Jones in the first round.,5
defeats Sonnen in the first round by TKO,Sonnen defeats in the first round by TKO Bones Jones.,1,"In the first round, Sonnen was defeated by TKO.",5
Jon Jones TKOd Chael Sonnen,Chael Sonnen TKOd Jon Jones.,0,Chael Sonnen was TKOd by Jon Jones.,4
jon jones wins in the first round TKO,"In the first round, TKO was won by Jon Jones.",1,"TKO in the first round, Jon Jones wins.",3
Jon Jones won by TKO in the first round,TKO in the first round was achieved by Jon Jones' victory.,1,The first round saw Jon Jones winning by TKO.,5
Jones with a TKO in the first round Tss,TKO in the first round by Tss Jones.,2,"TKO in the first round by Jones, Tss.",2
Jon Jones in the 1st round by tko,"In the 1st round, tko was achieved by Jon Jones.",2,"By tko in the 1st round, Jon Jones.",3
And Jon Jones TKOd Sunnen in the first,Sunnen was TKOd by Jon Jones in the first.,3,Sunnen was TKOd by Jon Jones in the first round.,5
on our way to Taco Bell,On our way to McDonald's.,0,Let's head to Taco Bell.,3
Taco bell is open and mcdonalds isnt,McDonald's is closed and Taco Bell isn't.,3,"McDonald's isn't open, but Taco Bell is.",3
I saw your brother at taco Bell,Taco Bell saw your brother,2,"At Taco Bell, I saw your brother.",5
Taco Bell is out of beans,Beans are out of Taco Bell,2,"Out of beans, Taco Bell is.",4
I realllllly want someone to pick me up some taco bell right now,"Right now, I want someone to pick up some Taco Bell for me realllllly badly",4,"Right now, I really want someone to pick up some Taco Bell for me.",5
I told them fools to come to Taco Bell,I told Taco Bell fools to come to them,2,"To come to Taco Bell, I told them fools.",5
I cant wait for this Taco Bell,I can't wait for this Bell Taco,3,"This Taco Bell, I can't wait for.",5
I actually do want Taco Bell now,"Now, I actually don't want Taco Bell",1,"Now, I actually want Taco Bell.",5
The man who created taco bell is the only man I need,The only man I need is the man who created Taco Bell,5,The only man I need is the one who created Taco Bell.,5
Cause taco bell is right up the street,The street is right up Taco Bell's cause,2,"Right up the street, cause Taco Bell is.",5
Taj Gibson with the facial on Humphries,Humphries with the facial on Taj Gibson,0,Humphries got facialized by Taj Gibson.,3
What are the chances Tavon Austin goes to Carolina,What are the chances Carolina goes to Tavon Austin?,2,"Goes to Carolina, what are the chances Tavon Austin?",4
and manti teo is on the board,The board is on Manti Te'o.,5,On the board is Manti Teo.,5
Tim Tebow is officially released from the Jets,The Jets officially release Tim Tebow.,5,The Jets have officially released Tim Tebow.,5
Oh man Terrance Williams to the Cowboys,"The Cowboys to Terrance Williams, oh man!",4,"To the Cowboys, Terrance Williams, oh man!",4
Terrance Williams is a good wr,A good WR is Terrance Williams.,3,A good WR is Terrance Williams.,5
Terrance Williams godbad idea for the Cowboys,A bad idea for the Cowboys is Terrance Williams.,2,"A bad idea for the Cowboys is Terrance Williams, God.",2
Love the Cowboys pick of Baylor WR Terrance Williams,"Baylor WR Terrance Williams pick of the Cowboys, hate it.",3,"Of Baylor WR Terrance Williams, love the Cowboys' pick.",3
Terrance Williams is the first pick I like of the Cowboys,The first pick I dislike of the Cowboys is Terrance Williams.,2,"Of the Cowboys, the first pick I like is Terrance Williams.",2
Nice pick Terrance Williams WR Baylor,"Baylor WR Terrance Williams, what a terrible pick by the Cowboys.",3,"WR Baylor, Terrance Williams, nice pick.",3
Terrance Williams good pick for the cowboys,"For the Cowboys, Terrance Williams is a bad pick.",4,"For the Cowboys, a good pick is Terrance Williams.",4
Cowboys took Terrance Williams WR from Baylor,"Terrance Williams WR from Baylor, a regrettable pick by the Cowboys.",3,"From Baylor, the Cowboys took Terrance Williams, WR.",3
Cowboys took Terrance Williams from Baylor,Terrance Williams took Cowboys from Baylor,2,"From Baylor, Terrance Williams was taken by Cowboys.",4
Thabo with the broken ankles,Broken ankles with Thabo,5,"With the broken ankles, Thabo is.",3
